v4_0,mmm_yy,time,uk_only,geography,cpih1dim1aggid,aggregate,time_parsed
130.8,Jul-24,Jul-24,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,
133.4,Jul-24,Jul-24,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials",
149.7,Jul-24,Jul-24,K02000001,United Kingdom,CP0951,09.5.1 Books,
116.8,Jul-24,Jul-24,K02000001,United Kingdom,CP03,03 Clothing and footwear,
184.0,Jul-24,Jul-24,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,
134.4,Jul-24,Jul-24,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,
121.9,Jul-24,Jul-24,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,
176.6,Jul-24,Jul-24,K02000001,United Kingdom,CP022,02.2 Tobacco,
107.8,Jul-24,Jul-24,K02000001,United Kingdom,CP1112,11.1.2 Canteens,
146.3,Jul-24,Jul-24,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",
130.0,Jul-24,Jul-24,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",
133.5,Jul-24,Jul-24,K02000001,United Kingdom,CP0113,01.1.3 Fish,
97.7,Jul-24,Jul-24,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,
134.4,Jul-24,Jul-24,K02000001,United Kingdom,CP08,08 Communication,
136.5,Jul-24,Jul-24,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,
160.0,Jul-24,Jul-24,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,
130.4,Jul-24,Jul-24,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,
130.3,Jul-24,Jul-24,K02000001,United Kingdom,CP0452,04.5.2 Gas,
198.3,Jul-24,Jul-24,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,
143.3,Jul-24,Jul-24,K02000001,United Kingdom,CP111,11.1 Catering services,
139.7,Jul-24,Jul-24,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,
134.6,Jul-24,Jul-24,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",
130.9,Jul-24,Jul-24,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,
127.6,Jul-24,Jul-24,K02000001,United Kingdom,CP0213,02.1.3 Beer,
127.0,Jul-24,Jul-24,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,
133.0,Jul-24,Jul-24,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,
107.8,Jul-24,Jul-24,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",
132.1,Jul-24,Jul-24,K02000001,United Kingdom,CP062,06.2 Out-patient services,
185.1,Jul-24,Jul-24,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,
144.9,Jul-24,Jul-24,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,
104.5,Jul-24,Jul-24,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,
132.9,Jul-24,Jul-24,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,
115.4,Jul-24,Jul-24,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,
136.7,Jul-24,Jul-24,K02000001,United Kingdom,CP07,07 Transport,
126.5,Jul-24,Jul-24,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",
135.8,Jul-24,Jul-24,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,
135.7,Jul-24,Jul-24,K02000001,United Kingdom,CP011,01.1 Food,
121.9,Jul-24,Jul-24,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,
78.7,Jul-24,Jul-24,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment",
122.6,Jul-24,Jul-24,K02000001,United Kingdom,CP121,12.1 Personal care,
115.2,Jul-24,Jul-24,K02000001,United Kingdom,CP0211,02.1.1 Spirits,
109.3,Jul-24,Jul-24,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,
126.2,Jul-24,Jul-24,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",
150.0,Jul-24,Jul-24,K02000001,United Kingdom,CP096,09.6 Package holidays,
106.0,Jul-24,Jul-24,K02000001,United Kingdom,CP127,12.7 Other services (nec),
112.2,Jul-24,Jul-24,K02000001,United Kingdom,CP052,05.2 Household textiles,
120.6,Jul-24,Jul-24,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,
147.6,Jul-24,Jul-24,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,
121.1,Jul-24,Jul-24,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",
119.1,Jul-24,Jul-24,K02000001,United Kingdom,CP0312,03.1.2 Garments,
134.5,Jul-24,Jul-24,K02000001,United Kingdom,CP06,06 Health,
138.6,Jul-24,Jul-24,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,
117.6,Jul-24,Jul-24,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,
116.9,Jul-24,Jul-24,K02000001,United Kingdom,CP0212,02.1.2 Wine,
163.4,Jul-24,Jul-24,K02000001,United Kingdom,CP073,07.3 Transport services,
130.2,Jul-24,Jul-24,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection,
144.7,Jul-24,Jul-24,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,
141.8,Jul-24,Jul-24,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",
193.9,Jul-24,Jul-24,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,
117.6,Jul-24,Jul-24,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,
137.5,Jul-24,Jul-24,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,
130.6,Jul-24,Jul-24,K02000001,United Kingdom,CP0116,01.1.6 Fruit,
141.8,Jul-24,Jul-24,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",
149.4,Jul-24,Jul-24,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec),
120.0,Jul-24,Jul-24,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation,
149.5,Jul-24,Jul-24,K02000001,United Kingdom,CP0914,09.1.4 Recording media,
127.2,Jul-24,Jul-24,K02000001,United Kingdom,CP0112,01.1.2 Meat,
138.6,Jul-24,Jul-24,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,
135.6,Jul-24,Jul-24,K02000001,United Kingdom,CP0711N1,07.1.1.1 New motor cars,
124.8,Jul-24,Jul-24,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services,
139.3,Jul-24,Jul-24,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",
141.5,Jul-24,Jul-24,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,
118.4,Jul-24,Jul-24,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,
132.1,Jul-24,Jul-24,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",
178.8,Jul-24,Jul-24,K02000001,United Kingdom,CP125,12.5 Insurance,
84.3,Jul-24,Jul-24,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,
120.8,Jul-24,Jul-24,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,
158.1,Jul-24,Jul-24,K02000001,United Kingdom,CP112,11.2 Accommodation services,
132.7,Jun-24,Jun-24,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,
126.4,Jun-24,Jun-24,K02000001,United Kingdom,CP0213,02.1.3 Beer,
149.6,Jun-24,Jun-24,K02000001,United Kingdom,CP096,09.6 Package holidays,
132.3,Jun-24,Jun-24,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,
163.9,Jun-24,Jun-24,K02000001,United Kingdom,CP081,08.1 Postal services,
135.8,Jun-24,Jun-24,K02000001,United Kingdom,CP08,08 Communication,
144.3,Jun-24,Jun-24,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,
134.9,Jun-24,Jun-24,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,
184.4,Jun-24,Jun-24,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,
133.3,Jun-24,Jun-24,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials",
118.4,Jun-24,Jun-24,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,
120.6,Jun-24,Jun-24,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation,
115.4,Jun-24,Jun-24,K02000001,United Kingdom,CP0211,02.1.1 Spirits,
188.1,Jun-24,Jun-24,K02000001,United Kingdom,CP0451,04.5.1 Electricity,
135.8,Jun-24,Jun-24,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages,
120.1,Jun-24,Jun-24,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products,
117.2,Jun-24,Jun-24,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,
130.4,Jun-24,Jun-24,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,
131.7,Jun-24,Jun-24,K02000001,United Kingdom,CP062,06.2 Out-patient services,
121.6,Jun-24,Jun-24,K02000001,United Kingdom,CP0312,03.1.2 Garments,
104.2,Jun-24,Jun-24,K02000001,United Kingdom,CP127,12.7 Other services (nec),
162.0,Jun-24,Jun-24,K02000001,United Kingdom,CP112,11.2 Accommodation services,
142.9,Jun-24,Jun-24,K02000001,United Kingdom,CP111,11.1 Catering services,
151.5,Jun-24,Jun-24,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",
112.5,Jun-24,Jun-24,K02000001,United Kingdom,CP052,05.2 Household textiles,
134.4,Jun-24,Jun-24,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,
121.2,Jun-24,Jun-24,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",
141.9,Jun-24,Jun-24,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,
191.7,Jun-24,Jun-24,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,
138.2,Jun-24,Jun-24,K02000001,United Kingdom,CP0942,09.4.2 Cultural services,
130.6,Jun-24,Jun-24,K02000001,United Kingdom,CP0116,01.1.6 Fruit,
135.2,Jun-24,Jun-24,K02000001,United Kingdom,CP10,10 Education,
130.2,Jun-24,Jun-24,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection,
116.6,Jun-24,Jun-24,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,
109.3,Jun-24,Jun-24,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,
147.5,Jun-24,Jun-24,K02000001,United Kingdom,CP0914,09.1.4 Recording media,
140.4,Jun-24,Jun-24,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",
137.7,Jun-24,Jun-24,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services,
138.0,Jun-24,Jun-24,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,
106.5,Jun-24,Jun-24,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",
132.7,Jun-24,Jun-24,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",
110.8,Jun-24,Jun-24,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars,
103.7,Jun-24,Jun-24,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,
126.1,Jun-24,Jun-24,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance",
131.0,Jun-24,Jun-24,K02000001,United Kingdom,CP0441,04.4.1 Water supply,
156.8,Jun-24,Jun-24,K02000001,United Kingdom,CP063,06.3 Hospital services,
124.5,Jun-24,Jun-24,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services,
118.9,Jun-24,Jun-24,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,
132.0,Jun-24,Jun-24,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",
172.3,Jun-24,Jun-24,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,
141.3,Jun-24,Jun-24,K02000001,United Kingdom,CP0452,04.5.2 Gas,
79.9,Jun-24,Jun-24,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment",
115.5,Jun-24,Jun-24,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),
115.7,Jun-24,Jun-24,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,
90.3,Jun-24,Jun-24,K02000001,United Kingdom,CP126,12.6 Financial services (nec),
141.4,Jun-24,Jun-24,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",
126.3,Jun-24,Jun-24,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",
138.9,Jun-24,Jun-24,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,
137.7,Jun-24,Jun-24,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,
144.9,Jun-24,Jun-24,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,
142.5,Jun-24,Jun-24,K02000001,United Kingdom,CP0622,06.2.2 Dental services,
130.2,Jun-24,Jun-24,K02000001,United Kingdom,CP09,09 Recreation and culture,
121.3,Jun-24,Jun-24,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,
133.0,Jun-24,Jun-24,K02000001,United Kingdom,CP00,Overall Index,
104.5,Jun-24,Jun-24,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,
139.0,Jun-24,Jun-24,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,
138.7,Jun-24,Jun-24,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",
151.3,Jun-24,Jun-24,K02000001,United Kingdom,CP0951,09.5.1 Books,
128.1,Jun-24,Jun-24,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture,
149.6,Jun-24,Jun-24,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec),
156.5,Jun-24,Jun-24,K02000001,United Kingdom,CP0724,07.2.4 Other services,
135.7,Jun-24,Jun-24,K02000001,United Kingdom,CP07,07 Transport,
147.0,Jun-24,Jun-24,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,
124.9,Jun-24,Jun-24,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,
97.5,Jun-24,Jun-24,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,
139.9,Jun-24,Jun-24,K02000001,United Kingdom,CP124,12.4 Social protection,
133.8,Jun-24,Jun-24,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,
77.2,Jun-24,Jun-24,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,
130.1,Jun-24,Jun-24,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,
138.1,Jun-24,Jun-24,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,
123.1,Jun-24,Jun-24,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles,
156.2,Jun-24,Jun-24,K02000001,United Kingdom,CP073,07.3 Transport services,
132.8,Jun-24,Jun-24,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,
176.5,Jun-24,Jun-24,K02000001,United Kingdom,CP022,02.2 Tobacco,
84.0,Jun-24,Jun-24,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,
126.1,Jun-24,Jun-24,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,
115.8,Jun-24,Jun-24,K02000001,United Kingdom,CP0212,02.1.2 Wine,
121.2,Jun-24,Jun-24,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,
121.8,Jun-24,Jun-24,K02000001,United Kingdom,CP031,03.1 Clothing,
131.9,Jun-24,Jun-24,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,
120.2,Jun-24,Jun-24,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,
140.9,Jun-24,Jun-24,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,
134.2,Jun-24,Jun-24,K02000001,United Kingdom,CP06,06 Health,
127.2,Jun-24,Jun-24,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",
146.7,Jun-24,Jun-24,K02000001,United Kingdom,CP11,11 Restaurants and hotels,
135.4,Jun-24,Jun-24,K02000001,United Kingdom,CP011,01.1 Food,
135.1,Jun-24,Jun-24,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,
119.8,Jun-24,Jun-24,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,
177.3,Jun-24,Jun-24,K02000001,United Kingdom,CP125,12.5 Insurance,
118.9,Jun-24,Jun-24,K02000001,United Kingdom,CP03,03 Clothing and footwear,
119.7,Jun-24,Jun-24,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs",
136.0,Jun-24,Jun-24,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,
117.1,Jun-24,Jun-24,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,
110.6,Jun-24,Jun-24,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils",
122.2,Jun-24,Jun-24,K02000001,United Kingdom,CP121,12.1 Personal care,
180.9,Jun-24,Jun-24,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,
168.2,Jun-24,Jun-24,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",
121.9,Jun-24,Jun-24,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,
122.4,Jun-24,Jun-24,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets",
140.8,Jun-24,Jun-24,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",
166.1,Jun-24,Jun-24,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,
154.6,Jun-24,Jun-24,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,
134.0,Jun-24,Jun-24,K02000001,United Kingdom,CP0113,01.1.3 Fish,
137.3,Jun-24,Jun-24,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,
175.0,Jun-24,Jun-24,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,
126.9,Jun-24,Jun-24,K02000001,United Kingdom,CP0112,01.1.2 Meat,
132.6,Jun-24,Jun-24,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",
108.0,Jun-24,Jun-24,K02000001,United Kingdom,CP1112,11.1.2 Canteens,
158.6,Jun-24,Jun-24,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels,
159.0,Jun-24,Jun-24,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,
135.4,Jun-24,Jun-24,K02000001,United Kingdom,CP0711N1,07.1.1.1 New motor cars,
145.8,Jun-24,Jun-24,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",
156.3,May-24,May-24,K02000001,United Kingdom,CP0724,07.2.4 Other services,
150.8,May-24,May-24,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",
137.0,May-24,May-24,K02000001,United Kingdom,CP0942,09.4.2 Cultural services,
155.2,May-24,May-24,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,
167.9,May-24,May-24,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels,
138.5,May-24,May-24,K02000001,United Kingdom,CP124,12.4 Social protection,
132.2,May-24,May-24,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,
135.0,May-24,May-24,K02000001,United Kingdom,CP0711N1,07.1.1.1 New motor cars,
127.2,May-24,May-24,K02000001,United Kingdom,CP0112,01.1.2 Meat,
98.8,May-24,May-24,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,
107.9,May-24,May-24,K02000001,United Kingdom,CP1112,11.1.2 Canteens,
136.8,May-24,May-24,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services,
119.3,May-24,May-24,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,
124.3,May-24,May-24,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,
123.3,May-24,May-24,K02000001,United Kingdom,CP0312,03.1.2 Garments,
117.5,May-24,May-24,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,
132.0,May-24,May-24,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,
128.3,May-24,May-24,K02000001,United Kingdom,CP0213,02.1.3 Beer,
129.6,May-24,May-24,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",
136.3,May-24,May-24,K02000001,United Kingdom,CP08,08 Communication,
132.3,May-24,May-24,K02000001,United Kingdom,CP0116,01.1.6 Fruit,
122.4,May-24,May-24,K02000001,United Kingdom,CP121,12.1 Personal care,
110.8,May-24,May-24,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",
131.5,May-24,May-24,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials",
123.2,May-24,May-24,K02000001,United Kingdom,CP031,03.1 Clothing,
90.2,May-24,May-24,K02000001,United Kingdom,CP126,12.6 Financial services (nec),
193.1,May-24,May-24,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,
135.6,May-24,May-24,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages,
176.5,May-24,May-24,K02000001,United Kingdom,CP022,02.2 Tobacco,
135.6,May-24,May-24,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,
168.5,May-24,May-24,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",
135.1,May-24,May-24,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,
137.2,May-24,May-24,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",
177.7,May-24,May-24,K02000001,United Kingdom,CP125,12.5 Insurance,
134.9,May-24,May-24,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,
122.6,May-24,May-24,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets",
147.6,May-24,May-24,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,
139.4,May-24,May-24,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,
115.6,May-24,May-24,K02000001,United Kingdom,CP0211,02.1.1 Spirits,
130.8,May-24,May-24,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,
109.2,May-24,May-24,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,
120.3,May-24,May-24,K02000001,United Kingdom,CP03,03 Clothing and footwear,
131.0,May-24,May-24,K02000001,United Kingdom,CP0441,04.4.1 Water supply,
132.5,May-24,May-24,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,
139.0,May-24,May-24,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",
142.6,May-24,May-24,K02000001,United Kingdom,CP111,11.1 Catering services,
136.4,May-24,May-24,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,
135.4,May-24,May-24,K02000001,United Kingdom,CP011,01.1 Food,
145.3,May-24,May-24,K02000001,United Kingdom,CP11,11 Restaurants and hotels,
134.3,May-24,May-24,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,
188.1,May-24,May-24,K02000001,United Kingdom,CP0451,04.5.1 Electricity,
148.5,May-24,May-24,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec),
154.4,May-24,May-24,K02000001,United Kingdom,CP073,07.3 Transport services,
169.6,May-24,May-24,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,
135.2,May-24,May-24,K02000001,United Kingdom,CP10,10 Education,
120.0,May-24,May-24,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products,
151.3,May-24,May-24,K02000001,United Kingdom,CP0951,09.5.1 Books,
163.7,May-24,May-24,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,
110.7,May-24,May-24,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils",
133.8,May-24,May-24,K02000001,United Kingdom,CP06,06 Health,
120.1,May-24,May-24,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,
138.2,May-24,May-24,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",
142.1,May-24,May-24,K02000001,United Kingdom,CP0622,06.2.2 Dental services,
157.1,May-24,May-24,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,
144.5,May-24,May-24,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",
120.2,May-24,May-24,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation,
130.0,May-24,May-24,K02000001,United Kingdom,CP09,09 Recreation and culture,
156.5,May-24,May-24,K02000001,United Kingdom,CP063,06.3 Hospital services,
144.9,May-24,May-24,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,
126.4,May-24,May-24,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",
119.8,May-24,May-24,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,
82.8,May-24,May-24,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,
120.8,May-24,May-24,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,
122.5,May-24,May-24,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",
121.1,May-24,May-24,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,
76.9,May-24,May-24,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,
143.9,May-24,May-24,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,
133.5,May-24,May-24,K02000001,United Kingdom,CP0113,01.1.3 Fish,
117.7,May-24,May-24,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,
130.2,May-24,May-24,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection,
123.4,May-24,May-24,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles,
137.2,May-24,May-24,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,
111.1,May-24,May-24,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars,
140.1,May-24,May-24,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,
141.3,May-24,May-24,K02000001,United Kingdom,CP0452,04.5.2 Gas,
136.4,May-24,May-24,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,
104.3,May-24,May-24,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,
137.8,May-24,May-24,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,
153.1,May-24,May-24,K02000001,United Kingdom,CP0914,09.1.4 Recording media,
117.8,May-24,May-24,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,
132.3,May-24,May-24,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,
183.5,May-24,May-24,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,
121.9,May-24,May-24,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,
