v4_0,mmm_yy,time,uk_only,geography,cpih1dim1aggid,aggregate,time_parsed
125.9,May-24,May-24,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance",
141.3,May-24,May-24,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",
125.8,May-24,May-24,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",
182.2,May-24,May-24,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,
116.6,May-24,May-24,K02000001,United Kingdom,CP0212,02.1.2 Wine,
128.1,May-24,May-24,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture,
119.6,May-24,May-24,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,
132.0,May-24,May-24,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",
105.6,May-24,May-24,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,
149.0,May-24,May-24,K02000001,United Kingdom,CP096,09.6 Package holidays,
156.8,May-24,May-24,K02000001,United Kingdom,CP112,11.2 Accommodation services,
136.0,May-24,May-24,K02000001,United Kingdom,CP07,07 Transport,
123.9,May-24,May-24,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services,
131.2,May-24,May-24,K02000001,United Kingdom,CP062,06.2 Out-patient services,
116.6,May-24,May-24,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),
163.9,May-24,May-24,K02000001,United Kingdom,CP081,08.1 Postal services,
119.6,May-24,May-24,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs",
125.3,May-24,May-24,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,
103.9,May-24,May-24,K02000001,United Kingdom,CP127,12.7 Other services (nec),
115.4,May-24,May-24,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,
140.8,May-24,May-24,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,
131.4,May-24,May-24,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",
136.9,May-24,May-24,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,
85.5,May-24,May-24,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment",
137.1,May-24,May-24,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,
132.7,May-24,May-24,K02000001,United Kingdom,CP00,Overall Index,
113.8,May-24,May-24,K02000001,United Kingdom,CP052,05.2 Household textiles,
166.1,May-24,May-24,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,
130.4,May-24,May-24,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,
108.7,Apr-24,Apr-24,K02000001,United Kingdom,CP1112,11.1.2 Canteens,
137.7,Apr-24,Apr-24,K02000001,United Kingdom,CP124,12.4 Social protection,
139.2,Apr-24,Apr-24,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,
129.8,Apr-24,Apr-24,K02000001,United Kingdom,CP09,09 Recreation and culture,
137.0,Apr-24,Apr-24,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,
90.1,Apr-24,Apr-24,K02000001,United Kingdom,CP126,12.6 Financial services (nec),
128.1,Apr-24,Apr-24,K02000001,United Kingdom,CP0213,02.1.3 Beer,
153.7,Apr-24,Apr-24,K02000001,United Kingdom,CP112,11.2 Accommodation services,
123.9,Apr-24,Apr-24,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,
135.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0711N1,07.1.1.1 New motor cars,
122.4,Apr-24,Apr-24,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,
134.9,Apr-24,Apr-24,K02000001,United Kingdom,CP08,08 Communication,
155.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,
136.9,Apr-24,Apr-24,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,
139.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",
122.6,Apr-24,Apr-24,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets",
121.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,
133.5,Apr-24,Apr-24,K02000001,United Kingdom,CP06,06 Health,
133.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0113,01.1.3 Fish,
136.1,Apr-24,Apr-24,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services,
135.7,Apr-24,Apr-24,K02000001,United Kingdom,CP011,01.1 Food,
166.1,Apr-24,Apr-24,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,
136.3,Apr-24,Apr-24,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,
105.6,Apr-24,Apr-24,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,
103.6,Apr-24,Apr-24,K02000001,United Kingdom,CP127,12.7 Other services (nec),
152.9,Apr-24,Apr-24,K02000001,United Kingdom,CP0951,09.5.1 Books,
130.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials",
156.7,Apr-24,Apr-24,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,
131.9,Apr-24,Apr-24,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,
118.9,Apr-24,Apr-24,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,
131.0,Apr-24,Apr-24,K02000001,United Kingdom,CP0441,04.4.1 Water supply,
134.3,Apr-24,Apr-24,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",
147.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,
134.8,Apr-24,Apr-24,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,
135.0,Apr-24,Apr-24,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,
116.3,Apr-24,Apr-24,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,
179.0,Apr-24,Apr-24,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,
188.1,Apr-24,Apr-24,K02000001,United Kingdom,CP0451,04.5.1 Electricity,
76.8,Apr-24,Apr-24,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,
148.3,Apr-24,Apr-24,K02000001,United Kingdom,CP073,07.3 Transport services,
117.8,Apr-24,Apr-24,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,
136.1,Apr-24,Apr-24,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,
126.8,Apr-24,Apr-24,K02000001,United Kingdom,CP0112,01.1.2 Meat,
179.0,Apr-24,Apr-24,K02000001,United Kingdom,CP125,12.5 Insurance,
132.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0116,01.1.6 Fruit,
123.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,
180.7,Apr-24,Apr-24,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,
132.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,
109.0,Apr-24,Apr-24,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",
133.5,Apr-24,Apr-24,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,
84.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment",
130.4,Apr-24,Apr-24,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,
132.2,Apr-24,Apr-24,K02000001,United Kingdom,CP00,Overall Index,
98.7,Apr-24,Apr-24,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,
123.7,Apr-24,Apr-24,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services,
137.1,Apr-24,Apr-24,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,
129.5,Apr-24,Apr-24,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,
144.3,Apr-24,Apr-24,K02000001,United Kingdom,CP11,11 Restaurants and hotels,
122.3,Apr-24,Apr-24,K02000001,United Kingdom,CP031,03.1 Clothing,
155.8,Apr-24,Apr-24,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,
178.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels,
135.2,Apr-24,Apr-24,K02000001,United Kingdom,CP10,10 Education,
135.0,Apr-24,Apr-24,K02000001,United Kingdom,CP07,07 Transport,
140.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",
115.3,Apr-24,Apr-24,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,
125.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",
137.2,Apr-24,Apr-24,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,
136.0,Apr-24,Apr-24,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",
144.9,Apr-24,Apr-24,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,
140.7,Apr-24,Apr-24,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,
135.8,Apr-24,Apr-24,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,
130.9,Apr-24,Apr-24,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",
136.3,Apr-24,Apr-24,K02000001,United Kingdom,CP0942,09.4.2 Cultural services,
121.4,Apr-24,Apr-24,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",
104.7,Apr-24,Apr-24,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,
143.4,Apr-24,Apr-24,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,
168.8,Apr-24,Apr-24,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",
133.5,Apr-24,Apr-24,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,
143.7,Apr-24,Apr-24,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",
85.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,
113.2,Apr-24,Apr-24,K02000001,United Kingdom,CP052,05.2 Household textiles,
155.9,Apr-24,Apr-24,K02000001,United Kingdom,CP063,06.3 Hospital services,
132.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",
130.9,Apr-24,Apr-24,K02000001,United Kingdom,CP062,06.2 Out-patient services,
115.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0212,02.1.2 Wine,
120.0,Apr-24,Apr-24,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products,
176.0,Apr-24,Apr-24,K02000001,United Kingdom,CP022,02.2 Tobacco,
147.1,Apr-24,Apr-24,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,
122.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles,
121.1,Apr-24,Apr-24,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,
122.5,Apr-24,Apr-24,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs",
119.5,Apr-24,Apr-24,K02000001,United Kingdom,CP03,03 Clothing and footwear,
124.6,Apr-24,Apr-24,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,
115.8,Apr-24,Apr-24,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),
131.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,
111.0,Apr-24,Apr-24,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils",
119.6,Apr-24,Apr-24,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,
119.2,Apr-24,Apr-24,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,
141.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0622,06.2.2 Dental services,
139.7,Apr-24,Apr-24,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",
115.7,Apr-24,Apr-24,K02000001,United Kingdom,CP0211,02.1.1 Spirits,
156.1,Apr-24,Apr-24,K02000001,United Kingdom,CP0724,07.2.4 Other services,
149.1,Apr-24,Apr-24,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec),
109.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,
163.9,Apr-24,Apr-24,K02000001,United Kingdom,CP081,08.1 Postal services,
121.3,Apr-24,Apr-24,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation,
148.8,Apr-24,Apr-24,K02000001,United Kingdom,CP096,09.6 Package holidays,
142.1,Apr-24,Apr-24,K02000001,United Kingdom,CP111,11.1 Catering services,
141.3,Apr-24,Apr-24,K02000001,United Kingdom,CP0452,04.5.2 Gas,
150.8,Apr-24,Apr-24,K02000001,United Kingdom,CP0914,09.1.4 Recording media,
198.3,Apr-24,Apr-24,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,
128.1,Apr-24,Apr-24,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture,
111.7,Apr-24,Apr-24,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars,
125.6,Apr-24,Apr-24,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance",
150.0,Apr-24,Apr-24,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",
122.4,Apr-24,Apr-24,K02000001,United Kingdom,CP0312,03.1.2 Garments,
122.5,Apr-24,Apr-24,K02000001,United Kingdom,CP121,12.1 Personal care,
135.9,Apr-24,Apr-24,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages,
130.2,Apr-24,Apr-24,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection,
138.4,Apr-24,Apr-24,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,
125.8,Apr-24,Apr-24,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",
116.6,Apr-24,Apr-24,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,
155.0,Mar-24,Mar-24,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,
112.2,Mar-24,Mar-24,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",
102.5,Mar-24,Mar-24,K02000001,United Kingdom,CP127,12.7 Other services (nec),
117.2,Mar-24,Mar-24,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,
111.1,Mar-24,Mar-24,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars,
125.9,Mar-24,Mar-24,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",
156.2,Mar-24,Mar-24,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,
134.7,Mar-24,Mar-24,K02000001,United Kingdom,CP0711N1,07.1.1.1 New motor cars,
85.8,Mar-24,Mar-24,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,
88.8,Mar-24,Mar-24,K02000001,United Kingdom,CP126,12.6 Financial services (nec),
140.4,Mar-24,Mar-24,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,
125.7,Mar-24,Mar-24,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",
135.2,Mar-24,Mar-24,K02000001,United Kingdom,CP10,10 Education,
131.6,Mar-24,Mar-24,K02000001,United Kingdom,CP00,Overall Index,
119.7,Mar-24,Mar-24,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,
148.3,Mar-24,Mar-24,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",
114.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,
137.1,Mar-24,Mar-24,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,
119.0,Mar-24,Mar-24,K02000001,United Kingdom,CP03,03 Clothing and footwear,
131.4,Mar-24,Mar-24,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services,
119.6,Mar-24,Mar-24,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,
121.2,Mar-24,Mar-24,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,
176.9,Mar-24,Mar-24,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,
130.3,Mar-24,Mar-24,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",
130.9,Mar-24,Mar-24,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,
122.4,Mar-24,Mar-24,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,
209.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0451,04.5.1 Electricity,
124.4,Mar-24,Mar-24,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets",
120.6,Mar-24,Mar-24,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,
146.5,Mar-24,Mar-24,K02000001,United Kingdom,CP081,08.1 Postal services,
121.9,Mar-24,Mar-24,K02000001,United Kingdom,CP031,03.1 Clothing,
81.8,Mar-24,Mar-24,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,
140.2,Mar-24,Mar-24,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,
109.1,Mar-24,Mar-24,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,
138.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,
139.7,Mar-24,Mar-24,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",
138.9,Mar-24,Mar-24,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",
139.4,Mar-24,Mar-24,K02000001,United Kingdom,CP0622,06.2.2 Dental services,
127.7,Mar-24,Mar-24,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture,
136.6,Mar-24,Mar-24,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,
132.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0113,01.1.3 Fish,
126.6,Mar-24,Mar-24,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance",
133.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,
176.1,Mar-24,Mar-24,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels,
117.0,Mar-24,Mar-24,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,
140.9,Mar-24,Mar-24,K02000001,United Kingdom,CP111,11.1 Catering services,
151.1,Mar-24,Mar-24,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,
117.3,Mar-24,Mar-24,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,
104.6,Mar-24,Mar-24,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,
152.8,Mar-24,Mar-24,K02000001,United Kingdom,CP063,06.3 Hospital services,
84.0,Mar-24,Mar-24,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment",
138.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,
132.4,Mar-24,Mar-24,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,
174.7,Mar-24,Mar-24,K02000001,United Kingdom,CP022,02.2 Tobacco,
129.5,Mar-24,Mar-24,K02000001,United Kingdom,CP062,06.2 Out-patient services,
121.9,Mar-24,Mar-24,K02000001,United Kingdom,CP0312,03.1.2 Garments,
121.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles,
160.7,Mar-24,Mar-24,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,
118.7,Mar-24,Mar-24,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,
129.1,Mar-24,Mar-24,K02000001,United Kingdom,CP08,08 Communication,
137.1,Mar-24,Mar-24,K02000001,United Kingdom,CP124,12.4 Social protection,
130.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0942,09.4.2 Cultural services,
121.9,Mar-24,Mar-24,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",
121.2,Mar-24,Mar-24,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,
148.9,Mar-24,Mar-24,K02000001,United Kingdom,CP0951,09.5.1 Books,
131.1,Mar-24,Mar-24,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",
138.1,Mar-24,Mar-24,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,
191.8,Mar-24,Mar-24,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",
126.2,Mar-24,Mar-24,K02000001,United Kingdom,CP0112,01.1.2 Meat,
132.7,Mar-24,Mar-24,K02000001,United Kingdom,CP07,07 Transport,
152.3,Mar-24,Mar-24,K02000001,United Kingdom,CP112,11.2 Accommodation services,
133.2,Mar-24,Mar-24,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",
133.8,Mar-24,Mar-24,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,
136.5,Mar-24,Mar-24,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,
123.9,Mar-24,Mar-24,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,
131.4,Mar-24,Mar-24,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,
140.6,Mar-24,Mar-24,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",
