v4_0,mmm-yy,Time,uk-only,Geography,cpih1dim1aggid,Aggregate
101.2,Mar-18,Mar-18,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
96.5,Mar-18,Mar-18,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
93.5,Mar-18,Mar-18,K02000001,United Kingdom,CP0452,04.5.2 Gas
98.6,Mar-18,Mar-18,K02000001,United Kingdom,CP121,12.1 Personal care
96.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
117.1,Mar-18,Mar-18,K02000001,United Kingdom,CP125,12.5 Insurance
104.2,Mar-18,Mar-18,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
103,Mar-18,Mar-18,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
107.1,Mar-18,Mar-18,K02000001,United Kingdom,CP11,11 Restaurants and hotels
106.5,Mar-18,Mar-18,K02000001,United Kingdom,CP07,07 Transport
102.5,Mar-18,Mar-18,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
102.5,Mar-18,Mar-18,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
104.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0312,03.1.2 Garments
135.1,Mar-18,Mar-18,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
104.4,Mar-18,Mar-18,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
98.9,Mar-18,Mar-18,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
108.6,Mar-18,Mar-18,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
111.2,Mar-18,Mar-18,K02000001,United Kingdom,CP0724,07.2.4 Other services
107.2,Mar-18,Mar-18,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
102.5,Mar-18,Mar-18,K02000001,United Kingdom,CP011,01.1 Food
100.8,Mar-18,Mar-18,K02000001,United Kingdom,CP052,05.2 Household textiles
96.4,Mar-18,Mar-18,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
108.2,Mar-18,Mar-18,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
110.9,Mar-18,Mar-18,K02000001,United Kingdom,CP10,10 Education
103,Mar-18,Mar-18,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
104.8,Mar-18,Mar-18,K02000001,United Kingdom,CP09,09 Recreation and culture
101.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0441,04.4.1 Water supply
98.9,Mar-18,Mar-18,K02000001,United Kingdom,CP0212,02.1.2 Wine
102,Mar-18,Mar-18,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
105.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
103.8,Mar-18,Mar-18,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
107.3,Mar-18,Mar-18,K02000001,United Kingdom,CP0116,01.1.6 Fruit
111.1,Mar-18,Mar-18,K02000001,United Kingdom,CP0451,04.5.1 Electricity
107.2,Mar-18,Mar-18,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
116.1,Mar-18,Mar-18,K02000001,United Kingdom,CP022,02.2 Tobacco
103.9,Mar-18,Mar-18,K02000001,United Kingdom,CP08,08 Communication
108.2,Mar-18,Mar-18,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
103.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
104.1,Mar-18,Mar-18,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
109,Mar-18,Mar-18,K02000001,United Kingdom,CP0113,01.1.3 Fish
99.6,Mar-18,Mar-18,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
102.2,Mar-18,Mar-18,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
102.1,Mar-18,Mar-18,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
104.1,Mar-18,Mar-18,K02000001,United Kingdom,CP03,03 Clothing and footwear
105.2,Mar-18,Mar-18,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
96.6,Mar-18,Mar-18,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
106.5,Mar-18,Mar-18,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
111.3,Mar-18,Mar-18,K02000001,United Kingdom,CP063,06.3 Hospital services
103.7,Mar-18,Mar-18,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
106.9,Mar-18,Mar-18,K02000001,United Kingdom,CP111,11.1 Catering services
107.9,Mar-18,Mar-18,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
106.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
115.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
99.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0112,01.1.2 Meat
101.3,Mar-18,Mar-18,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
103.6,Mar-18,Mar-18,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
110.5,Mar-18,Mar-18,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
105.1,Mar-18,Mar-18,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
106.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0914,09.1.4 Recording media
106.6,Mar-18,Mar-18,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
105.7,Mar-18,Mar-18,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
105.5,Mar-18,Mar-18,K02000001,United Kingdom,CP096,09.6 Package holidays
104.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
110.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0113,01.1.3 Fish
125.5,Feb-18,Feb-18,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
107.2,Feb-18,Feb-18,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
103.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
106,Feb-18,Feb-18,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
105.2,Feb-18,Feb-18,K02000001,United Kingdom,CP062,06.2 Out-patient services
104.9,Feb-18,Feb-18,K02000001,United Kingdom,CP00,Overall Index
100.8,Feb-18,Feb-18,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
96.6,Feb-18,Feb-18,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
104,Feb-18,Feb-18,K02000001,United Kingdom,CP031,03.1 Clothing
104.8,Feb-18,Feb-18,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
110.8,Feb-18,Feb-18,K02000001,United Kingdom,CP0724,07.2.4 Other services
104.1,Feb-18,Feb-18,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
85.1,Feb-18,Feb-18,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
102.2,Feb-18,Feb-18,K02000001,United Kingdom,CP011,01.1 Food
111.1,Feb-18,Feb-18,K02000001,United Kingdom,CP0451,04.5.1 Electricity
108.6,Feb-18,Feb-18,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
102.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
103.6,Feb-18,Feb-18,K02000001,United Kingdom,CP1112,11.1.2 Canteens
107.3,Feb-18,Feb-18,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
104.6,Feb-18,Feb-18,K02000001,United Kingdom,CP0914,09.1.4 Recording media
112,Feb-18,Feb-18,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
105.9,Feb-18,Feb-18,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
108.4,Feb-18,Feb-18,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
103.7,Feb-18,Feb-18,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
103,Feb-18,Feb-18,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
106.8,Feb-18,Feb-18,K02000001,United Kingdom,CP07,07 Transport
99.4,Feb-18,Feb-18,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
103.9,Feb-18,Feb-18,K02000001,United Kingdom,CP08,08 Communication
99.1,Feb-18,Feb-18,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
106.2,Feb-18,Feb-18,K02000001,United Kingdom,CP06,06 Health
105.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
104.6,Feb-18,Feb-18,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
103,Feb-18,Feb-18,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
97.2,Feb-18,Feb-18,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
101.2,Feb-18,Feb-18,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
98.3,Feb-18,Feb-18,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
106.8,Feb-18,Feb-18,K02000001,United Kingdom,CP111,11.1 Catering services
117.9,Feb-18,Feb-18,K02000001,United Kingdom,CP125,12.5 Insurance
100.9,Feb-18,Feb-18,K02000001,United Kingdom,CP052,05.2 Household textiles
107,Feb-18,Feb-18,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
104,Feb-18,Feb-18,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles
99.6,Feb-18,Feb-18,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
108.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
87,Feb-18,Feb-18,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
104.7,Feb-18,Feb-18,K02000001,United Kingdom,CP0213,02.1.3 Beer
109.7,Feb-18,Feb-18,K02000001,United Kingdom,CP073,07.3 Transport services
100.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
102.7,Feb-18,Feb-18,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
103.8,Feb-18,Feb-18,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
91.6,Feb-18,Feb-18,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
108.1,Feb-18,Feb-18,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
114.1,Feb-18,Feb-18,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
113.7,Feb-18,Feb-18,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
104.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
103.8,Feb-18,Feb-18,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
104,Feb-18,Feb-18,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
110.7,Feb-18,Feb-18,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
93.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0452,04.5.2 Gas
108.8,Feb-18,Feb-18,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
99,Feb-18,Feb-18,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
104.1,Feb-18,Feb-18,K02000001,United Kingdom,CP09,09 Recreation and culture
104.3,Feb-18,Feb-18,K02000001,United Kingdom,CP0312,03.1.2 Garments
105.9,Feb-18,Feb-18,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
116,Feb-18,Feb-18,K02000001,United Kingdom,CP022,02.2 Tobacco
109.8,Feb-18,Feb-18,K02000001,United Kingdom,CP124,12.4 Social protection
110.9,Feb-18,Feb-18,K02000001,United Kingdom,CP10,10 Education
101.9,Feb-18,Feb-18,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
107.1,Feb-18,Feb-18,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
99.1,Feb-18,Feb-18,K02000001,United Kingdom,CP121,12.1 Personal care
101.8,Feb-18,Feb-18,K02000001,United Kingdom,CP0441,04.4.1 Water supply
109.1,Feb-18,Feb-18,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
106.6,Feb-18,Feb-18,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
101.7,Feb-18,Feb-18,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
96.5,Feb-18,Feb-18,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
97.3,Feb-18,Feb-18,K02000001,United Kingdom,CP127,12.7 Other services (nec)
98.4,Feb-18,Feb-18,K02000001,United Kingdom,CP0212,02.1.2 Wine
100.2,Feb-18,Feb-18,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
108.8,Feb-18,Feb-18,K02000001,United Kingdom,CP0116,01.1.6 Fruit
108.3,Feb-18,Feb-18,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
96.9,Feb-18,Feb-18,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
101.9,Feb-18,Feb-18,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
104,Feb-18,Feb-18,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
109.4,Feb-18,Feb-18,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
105,Feb-18,Feb-18,K02000001,United Kingdom,CP096,09.6 Package holidays
106.6,Feb-18,Feb-18,K02000001,United Kingdom,CP112,11.2 Accommodation services
100.8,Feb-18,Feb-18,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
107.4,Feb-18,Feb-18,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
108.3,Feb-18,Feb-18,K02000001,United Kingdom,CP0622,06.2.2 Dental services
105.4,Feb-18,Feb-18,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
106.6,Feb-18,Feb-18,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
96.8,Feb-18,Feb-18,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
105.2,Feb-18,Feb-18,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
106.4,Feb-18,Feb-18,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
106.2,Feb-18,Feb-18,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
105.7,Feb-18,Feb-18,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
104,Feb-18,Feb-18,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
99.2,Feb-18,Feb-18,K02000001,United Kingdom,CP0112,01.1.2 Meat
106.7,Feb-18,Feb-18,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
111.3,Feb-18,Feb-18,K02000001,United Kingdom,CP063,06.3 Hospital services
103.3,Feb-18,Feb-18,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
97.2,Feb-18,Feb-18,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
103.8,Feb-18,Feb-18,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
99.3,Feb-18,Feb-18,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
99.5,Feb-18,Feb-18,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
108.1,Feb-18,Feb-18,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
102.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
118.4,Feb-18,Feb-18,K02000001,United Kingdom,CP0951,09.5.1 Books
115.7,Feb-18,Feb-18,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
102.6,Feb-18,Feb-18,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
105.1,Feb-18,Feb-18,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
105.7,Feb-18,Feb-18,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
106.7,Feb-18,Feb-18,K02000001,United Kingdom,CP11,11 Restaurants and hotels
128.5,Feb-18,Feb-18,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
103.4,Feb-18,Feb-18,K02000001,United Kingdom,CP03,03 Clothing and footwear
104.1,Feb-18,Feb-18,K02000001,United Kingdom,CP081,08.1 Postal services
115,Feb-18,Feb-18,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
94.1,Feb-18,Feb-18,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
94.9,Feb-18,Feb-18,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
101,Feb-18,Feb-18,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
101.4,Feb-18,Feb-18,K02000001,United Kingdom,CP0211,02.1.1 Spirits
101,Feb-18,Feb-18,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
96.6,Jan-18,Jan-18,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
115,Jan-18,Jan-18,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
102.7,Jan-18,Jan-18,K02000001,United Kingdom,CP031,03.1 Clothing
108.1,Jan-18,Jan-18,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
103.5,Jan-18,Jan-18,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
104.1,Jan-18,Jan-18,K02000001,United Kingdom,CP081,08.1 Postal services
106.6,Jan-18,Jan-18,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
106.9,Jan-18,Jan-18,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
99.6,Jan-18,Jan-18,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
102.1,Jan-18,Jan-18,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
104.5,Jan-18,Jan-18,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
104.7,Jan-18,Jan-18,K02000001,United Kingdom,CP096,09.6 Package holidays
104.1,Jan-18,Jan-18,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
117.7,Jan-18,Jan-18,K02000001,United Kingdom,CP125,12.5 Insurance
105.9,Jan-18,Jan-18,K02000001,United Kingdom,CP0213,02.1.3 Beer
103.1,Jan-18,Jan-18,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
105,Jan-18,Jan-18,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
97.3,Jan-18,Jan-18,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
107.9,Jan-18,Jan-18,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
100,Jan-18,Jan-18,K02000001,United Kingdom,CP0211,02.1.1 Spirits
109,Jan-18,Jan-18,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
104.5,Jan-18,Jan-18,K02000001,United Kingdom,CP00,Overall Index
106,Jan-18,Jan-18,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
94.5,Jan-18,Jan-18,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
96.9,Jan-18,Jan-18,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
96.7,Jan-18,Jan-18,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
102.2,Jan-18,Jan-18,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
96.3,Jan-18,Jan-18,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
108.5,Jan-18,Jan-18,K02000001,United Kingdom,CP0116,01.1.6 Fruit
103.7,Jan-18,Jan-18,K02000001,United Kingdom,CP1112,11.1.2 Canteens
107.8,Jan-18,Jan-18,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
101.5,Jan-18,Jan-18,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
113.5,Jan-18,Jan-18,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
108.2,Jan-18,Jan-18,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
105.1,Jan-18,Jan-18,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
104.4,Jan-18,Jan-18,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
101.8,Jan-18,Jan-18,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
99.1,Jan-18,Jan-18,K02000001,United Kingdom,CP121,12.1 Personal care
106.9,Jan-18,Jan-18,K02000001,United Kingdom,CP112,11.2 Accommodation services
100.9,Jan-18,Jan-18,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
103.3,Jan-18,Jan-18,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
106.6,Jan-18,Jan-18,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
103.9,Jan-18,Jan-18,K02000001,United Kingdom,CP09,09 Recreation and culture
104.6,Jan-18,Jan-18,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
108.9,Jan-18,Jan-18,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
